IdEstablecimiento,Ano,Mes,Numerador,Denominador,MetaSanitaria
201462,2024.0,4.0,0.0,5.0,MSI
201462,2024.0,5.0,1.0,2.0,MSI
201462,2024.0,6.0,3.0,4.0,MSI
201462,2024.0,7.0,2.0,3.0,MSI
201462,2024.0,8.0,1.0,0.0,MSI
201462,2024.0,9.0,1.0,3.0,MSI
201462,2024.0,10.0,4.0,1.0,MSI
201462,2024.0,11.0,0.0,0.0,MSI
109104,2024.0,6.0,451.0,505.0,MSIVb
109300,2024.0,6.0,1688.0,2836.0,MSIVb
109301,2024.0,6.0,1136.0,1908.0,MSIVb
109302,2024.0,6.0,1573.0,1731.0,MSIVb
109303,2024.0,6.0,1802.0,2041.0,MSIVb
109304,2024.0,6.0,699.0,767.0,MSIVb
109305,2024.0,6.0,1558.0,2007.0,MSIVb
109307,2024.0,6.0,1108.0,1549.0,MSIVb
109308,2024.0,6.0,1479.0,1944.0,MSIVb
109309,2024.0,6.0,1253.0,1498.0,MSIVb
109310,2024.0,6.0,2259.0,2516.0,MSIVb
109311,2024.0,6.0,1442.0,1749.0,MSIVb
109312,2024.0,6.0,673.0,864.0,MSIVb
109313,2024.0,6.0,1819.0,2243.0,MSIVb
109314,2024.0,6.0,1714.0,1879.0,MSIVb
109315,2024.0,6.0,1752.0,2045.0,MSIVb
109316,2024.0,6.0,1859.0,2048.0,MSIVb
109317,2024.0,6.0,762.0,963.0,MSIVb
109320,2024.0,6.0,274.0,383.0,MSIVb
109321,2024.0,6.0,1007.0,1306.0,MSIVb
109323,2024.0,6.0,1056.0,1271.0,MSIVb
109324,2024.0,6.0,1828.0,1987.0,MSIVb
109390,2024.0,6.0,1913.0,2031.0,MSIVb
109410,2024.0,6.0,27.0,60.0,MSIVb
109412,2024.0,6.0,30.0,40.0,MSIVb
109413,2024.0,6.0,27.0,49.0,MSIVb
109414,2024.0,6.0,128.0,194.0,MSIVb
109416,2024.0,6.0,65.0,68.0,MSIVb
109417,2024.0,6.0,114.0,123.0,MSIVb
109418,2024.0,6.0,124.0,127.0,MSIVb
109419,2024.0,6.0,111.0,129.0,MSIVb
109420,2024.0,6.0,76.0,79.0,MSIVb
109709,2024.0,6.0,592.0,632.0,MSIVb
109711,2024.0,6.0,372.0,372.0,MSIVb
109712,2024.0,6.0,315.0,356.0,MSIVb
109713,2024.0,6.0,222.0,246.0,MSIVb
109715,2024.0,6.0,149.0,175.0,MSIVb
109716,2024.0,6.0,147.0,159.0,MSIVb
109718,2024.0,6.0,404.0,552.0,MSIVb
110100,2024.0,6.0,23.0,598.0,MSIVb
110120,2024.0,6.0,1766.0,2066.0,MSIVb
110130,2024.0,6.0,95.0,104.0,MSIVb
110140,2024.0,6.0,516.0,353.0,MSIVb
110150,2024.0,6.0,,664.0,MSIVb
110160,2024.0,6.0,1495.0,1538.0,MSIVb
110300,2024.0,6.0,758.0,1025.0,MSIVb
110308,2024.0,6.0,2272.0,2435.0,MSIVb
110310,2024.0,6.0,1073.0,1108.0,MSIVb
110315,2024.0,6.0,1841.0,1887.0,MSIVb
110316,2024.0,6.0,1452.0,2198.0,MSIVb
110320,2024.0,6.0,1504.0,1858.0,MSIVb
110325,2024.0,6.0,574.0,1724.0,MSIVb
110330,2024.0,6.0,1530.0,2175.0,MSIVb
110331,2024.0,6.0,1153.0,1448.0,MSIVb
110335,2024.0,6.0,1308.0,1898.0,MSIVb
110340,2024.0,6.0,1160.0,2614.0,MSIVb
110345,2024.0,6.0,1292.0,1773.0,MSIVb
110350,2024.0,6.0,1933.0,2760.0,MSIVb
110351,2024.0,6.0,1882.0,2401.0,MSIVb
110352,2024.0,6.0,1875.0,2019.0,MSIVb
110353,2024.0,6.0,1315.0,1358.0,MSIVb
110354,2024.0,6.0,1464.0,1813.0,MSIVb
110355,2024.0,6.0,1584.0,1988.0,MSIVb
110360,2024.0,6.0,2070.0,2495.0,MSIVb
110361,2024.0,6.0,842.0,1407.0,MSIVb
110362,2024.0,6.0,1346.0,1757.0,MSIVb
110364,2024.0,6.0,658.0,905.0,MSIVb
110366,2024.0,6.0,3411.0,3466.0,MSIVb
110369,2024.0,6.0,1302.0,2337.0,MSIVb
110370,2024.0,6.0,1463.0,1624.0,MSIVb
110375,2024.0,6.0,877.0,1029.0,MSIVb
110378,2024.0,6.0,1696.0,1693.0,MSIVb
110379,2024.0,6.0,1945.0,1978.0,MSIVb
110380,2024.0,6.0,407.0,647.0,MSIVb
110381,2024.0,6.0,386.0,432.0,MSIVb
110385,2024.0,6.0,353.0,601.0,MSIVb
110387,2024.0,6.0,358.0,441.0,MSIVb
110390,2024.0,6.0,2653.0,5198.0,MSIVb
110393,2024.0,6.0,277.0,337.0,MSIVb
110400,2024.0,6.0,250.0,445.0,MSIVb
110410,2024.0,6.0,204.0,284.0,MSIVb
110425,2024.0,6.0,579.0,660.0,MSIVb
110430,2024.0,6.0,127.0,139.0,MSIVb
110431,2024.0,6.0,141.0,148.0,MSIVb
110432,2024.0,6.0,103.0,120.0,MSIVb
110440,2024.0,6.0,346.0,420.0,MSIVb
110445,2024.0,6.0,257.0,322.0,MSIVb
110455,2024.0,6.0,158.0,166.0,MSIVb
110465,2024.0,6.0,138.0,196.0,MSIVb
110470,2024.0,6.0,65.0,90.0,MSIVb
110475,2024.0,6.0,178.0,267.0,MSIVb
110485,2024.0,6.0,58.0,70.0,MSIVb
110490,2024.0,6.0,7.0,17.0,MSIVb
110492,2024.0,6.0,39.0,43.0,MSIVb
110495,2024.0,6.0,38.0,54.0,MSIVb
110503,2024.0,6.0,100.0,140.0,MSIVb
110505,2024.0,6.0,23.0,27.0,MSIVb
110510,2024.0,6.0,32.0,38.0,MSIVb
110720,2024.0,6.0,234.0,314.0,MSIVb
110725,2024.0,6.0,104.0,271.0,MSIVb
110735,2024.0,6.0,88.0,273.0,MSIVb
110750,2024.0,6.0,141.0,184.0,MSIVb
110752,2024.0,6.0,212.0,245.0,MSIVb
110754,2024.0,6.0,84.0,90.0,MSIVb
110756,2024.0,6.0,166.0,172.0,MSIVb
110758,2024.0,6.0,112.0,150.0,MSIVb
110775,2024.0,6.0,171.0,190.0,MSIVb
110778,2024.0,6.0,297.0,359.0,MSIVb
110781,2024.0,6.0,148.0,148.0,MSIVb
110783,2024.0,6.0,57.0,68.0,MSIVb
111300,2024.0,6.0,1051.0,1693.0,MSIVb
111301,2024.0,6.0,1213.0,1246.0,MSIVb
111302,2024.0,6.0,1109.0,1170.0,MSIVb
111303,2024.0,6.0,1035.0,1127.0,MSIVb
111304,2024.0,6.0,1703.0,2558.0,MSIVb
111305,2024.0,6.0,1541.0,1860.0,MSIVb
111306,2024.0,6.0,1438.0,1880.0,MSIVb
111307,2024.0,6.0,1209.0,1658.0,MSIVb
111308,2024.0,6.0,1288.0,2070.0,MSIVb
111309,2024.0,6.0,1561.0,1667.0,MSIVb
111310,2024.0,6.0,1105.0,1191.0,MSIVb
111370,2024.0,6.0,1602.0,1864.0,MSIVb
111372,2024.0,6.0,896.0,1057.0,MSIVb
111376,2024.0,6.0,1371.0,1557.0,MSIVb
111378,2024.0,6.0,1278.0,1530.0,MSIVb
111379,2024.0,6.0,1940.0,2068.0,MSIVb
111380,2024.0,6.0,1925.0,2477.0,MSIVb
111381,2024.0,6.0,2255.0,2729.0,MSIVb
111382,2024.0,6.0,2147.0,3219.0,MSIVb
111383,2024.0,6.0,1453.0,1797.0,MSIVb
111400,2024.0,6.0,4.0,19.0,MSIVb
111704,2024.0,6.0,263.0,277.0,MSIVb
111780,2024.0,6.0,74.0,91.0,MSIVb
111781,2024.0,6.0,209.0,253.0,MSIVb
111783,2024.0,6.0,334.0,362.0,MSIVb
111784,2024.0,6.0,182.0,250.0,MSIVb
112301,2024.0,6.0,1071.0,1706.0,MSIVb
112302,2024.0,6.0,715.0,840.0,MSIVb
112303,2024.0,6.0,1169.0,1338.0,MSIVb
112304,2024.0,6.0,1659.0,2583.0,MSIVb
112306,2024.0,6.0,2337.0,3282.0,MSIVb
112307,2024.0,6.0,2003.0,2937.0,MSIVb
112309,2024.0,6.0,773.0,1008.0,MSIVb
112310,2024.0,6.0,2194.0,2518.0,MSIVb
112311,2024.0,6.0,2184.0,3037.0,MSIVb
112312,2024.0,6.0,1964.0,2445.0,MSIVb
112313,2024.0,6.0,2200.0,2604.0,MSIVb
112314,2024.0,6.0,1539.0,2170.0,MSIVb
112315,2024.0,6.0,888.0,1309.0,MSIVb
112316,2024.0,6.0,2313.0,2733.0,MSIVb
112317,2024.0,6.0,1087.0,1518.0,MSIVb
112318,2024.0,6.0,1643.0,2071.0,MSIVb
112319,2024.0,6.0,1201.0,1565.0,MSIVb
112320,2024.0,6.0,732.0,1055.0,MSIVb
112321,2024.0,6.0,781.0,1159.0,MSIVb
112322,2024.0,6.0,1177.0,1570.0,MSIVb
112407,2024.0,6.0,,10.0,MSIVb
113100,2024.0,6.0,740.0,1705.0,MSIVb
113130,2024.0,6.0,20.0,20.0,MSIVb
113150,2024.0,6.0,,785.0,MSIVb
113181,2024.0,6.0,22.0,1545.0,MSIVb
113190,2024.0,6.0,,8.0,MSIVb
113300,2024.0,6.0,1882.0,2645.0,MSIVb
113301,2024.0,6.0,1198.0,1273.0,MSIVb
113302,2024.0,6.0,1666.0,2087.0,MSIVb
113303,2024.0,6.0,2028.0,2055.0,MSIVb
113305,2024.0,6.0,1098.0,1182.0,MSIVb
113306,2024.0,6.0,1373.0,1624.0,MSIVb
113307,2024.0,6.0,1794.0,2155.0,MSIVb
113308,2024.0,6.0,1532.0,1613.0,MSIVb
113309,2024.0,6.0,1806.0,1903.0,MSIVb
113310,2024.0,6.0,1395.0,1616.0,MSIVb
113311,2024.0,6.0,1776.0,2072.0,MSIVb
113312,2024.0,6.0,2024.0,2194.0,MSIVb
113313,2024.0,6.0,2035.0,3059.0,MSIVb
113314,2024.0,6.0,1702.0,1962.0,MSIVb
113315,2024.0,6.0,1210.0,1581.0,MSIVb
113316,2024.0,6.0,1662.0,2000.0,MSIVb
113317,2024.0,6.0,1532.0,1716.0,MSIVb
113318,2024.0,6.0,2241.0,2614.0,MSIVb
113319,2024.0,6.0,939.0,1211.0,MSIVb
113320,2024.0,6.0,395.0,804.0,MSIVb
113321,2024.0,6.0,427.0,556.0,MSIVb
113322,2024.0,6.0,1420.0,1562.0,MSIVb
113323,2024.0,6.0,1339.0,1482.0,MSIVb
113324,2024.0,6.0,1955.0,2140.0,MSIVb
113326,2024.0,6.0,1504.0,1790.0,MSIVb
113328,2024.0,6.0,1714.0,2048.0,MSIVb
113329,2024.0,6.0,1641.0,1904.0,MSIVb
113330,2024.0,6.0,1458.0,1781.0,MSIVb
113331,2024.0,6.0,1743.0,1844.0,MSIVb
113332,2024.0,6.0,1344.0,1739.0,MSIVb
113333,2024.0,6.0,688.0,692.0,MSIVb
113334,2024.0,6.0,629.0,688.0,MSIVb
113390,2024.0,6.0,1826.0,2126.0,MSIVb
113394,2024.0,6.0,1116.0,1262.0,MSIVb
113396,2024.0,6.0,1007.0,1252.0,MSIVb
113402,2024.0,6.0,418.0,438.0,MSIVb
113404,2024.0,6.0,155.0,228.0,MSIVb
113405,2024.0,6.0,149.0,235.0,MSIVb
113406,2024.0,6.0,128.0,142.0,MSIVb
113407,2024.0,6.0,204.0,211.0,MSIVb
113408,2024.0,6.0,185.0,217.0,MSIVb
113409,2024.0,6.0,620.0,638.0,MSIVb
113410,2024.0,6.0,85.0,99.0,MSIVb
113411,2024.0,6.0,178.0,229.0,MSIVb
113412,2024.0,6.0,136.0,168.0,MSIVb
113701,2024.0,6.0,342.0,360.0,MSIVb
113702,2024.0,6.0,237.0,247.0,MSIVb
113703,2024.0,6.0,429.0,456.0,MSIVb
113713,2024.0,6.0,180.0,214.0,MSIVb
113716,2024.0,6.0,324.0,384.0,MSIVb
113717,2024.0,6.0,248.0,306.0,MSIVb
113722,2024.0,6.0,335.0,383.0,MSIVb
113728,2024.0,6.0,382.0,432.0,MSIVb
113753,2024.0,6.0,270.0,279.0,MSIVb
113790,2024.0,6.0,348.0,390.0,MSIVb
114102,2024.0,6.0,686.0,696.0,MSIVb
114301,2024.0,6.0,3903.0,7039.0,MSIVb
114302,2024.0,6.0,1931.0,2388.0,MSIVb
114303,2024.0,6.0,1865.0,2641.0,MSIVb
114304,2024.0,6.0,1495.0,2266.0,MSIVb
114305,2024.0,6.0,2243.0,2980.0,MSIVb
114306,2024.0,6.0,1976.0,2077.0,MSIVb
114307,2024.0,6.0,1467.0,2018.0,MSIVb
114308,2024.0,6.0,1516.0,1674.0,MSIVb
114309,2024.0,6.0,1524.0,1855.0,MSIVb
114310,2024.0,6.0,596.0,876.0,MSIVb
114311,2024.0,6.0,1196.0,1396.0,MSIVb
114312,2024.0,6.0,2123.0,4249.0,MSIVb
114313,2024.0,6.0,684.0,1092.0,MSIVb
114314,2024.0,6.0,1388.0,1737.0,MSIVb
114315,2024.0,6.0,924.0,1191.0,MSIVb
114316,2024.0,6.0,1580.0,2623.0,MSIVb
114317,2024.0,6.0,1510.0,1540.0,MSIVb
114318,2024.0,6.0,466.0,809.0,MSIVb
114319,2024.0,6.0,1970.0,2403.0,MSIVb
114320,2024.0,6.0,1570.0,3775.0,MSIVb
114321,2024.0,6.0,1442.0,2772.0,MSIVb
114322,2024.0,6.0,1747.0,5286.0,MSIVb
114323,2024.0,6.0,960.0,1073.0,MSIVb
114324,2024.0,6.0,1899.0,2166.0,MSIVb
114325,2024.0,6.0,2304.0,2547.0,MSIVb
114326,2024.0,6.0,1216.0,2654.0,MSIVb
114327,2024.0,6.0,1034.0,1137.0,MSIVb
114328,2024.0,6.0,1345.0,1590.0,MSIVb
114329,2024.0,6.0,1133.0,1220.0,MSIVb
114330,2024.0,6.0,1308.0,1830.0,MSIVb
114331,2024.0,6.0,1791.0,2842.0,MSIVb
114332,2024.0,6.0,942.0,2786.0,MSIVb
114333,2024.0,6.0,507.0,789.0,MSIVb
114334,2024.0,6.0,1273.0,1566.0,MSIVb
114401,2024.0,6.0,117.0,130.0,MSIVb
114403,2024.0,6.0,23.0,25.0,MSIVb
114406,2024.0,6.0,59.0,65.0,MSIVb
114407,2024.0,6.0,133.0,154.0,MSIVb
114410,2024.0,6.0,38.0,44.0,MSIVb
114706,2024.0,6.0,311.0,352.0,MSIVb
114714,2024.0,6.0,427.0,574.0,MSIVb
114796,2024.0,6.0,152.0,237.0,MSIVb
200210,2024.0,6.0,481.0,508.0,MSIVb
200304,2024.0,6.0,159.0,224.0,MSIVb
200337,2024.0,6.0,315.0,355.0,MSIVb
200342,2024.0,6.0,42.0,164.0,MSIVb
200346,2024.0,6.0,95.0,137.0,MSIVb
200347,2024.0,6.0,366.0,477.0,MSIVb
200360,2024.0,6.0,169.0,214.0,MSIVb
200361,2024.0,6.0,350.0,434.0,MSIVb
200365,2024.0,6.0,147.0,287.0,MSIVb
200377,2024.0,6.0,198.0,229.0,MSIVb
200385,2024.0,6.0,87.0,116.0,MSIVb
200454,2024.0,6.0,253.0,289.0,MSIVb
200475,2024.0,6.0,282.0,349.0,MSIVb
200554,2024.0,6.0,149.0,465.0,MSIVb
200609,2024.0,6.0,135.0,319.0,MSIVb
200643,2024.0,6.0,143.0,165.0,MSIVb
200961,2024.0,6.0,368.0,424.0,MSIVb
200962,2024.0,6.0,342.0,392.0,MSIVb
200965,2024.0,6.0,688.0,705.0,MSIVb
201091,2024.0,6.0,2183.0,2453.0,MSIVb
201112,2024.0,6.0,1005.0,1845.0,MSIVb
201129,2024.0,6.0,166.0,184.0,MSIVb
201212,2024.0,6.0,621.0,659.0,MSIVb
201353,2024.0,6.0,10.0,15.0,MSIVb
201462,2024.0,6.0,574.0,622.0,MSIVb
109104,2024.0,1.0,3.0,3.0,MSVI
109104,2024.0,2.0,1.0,3.0,MSVI
109104,2024.0,3.0,3.0,10.0,MSVI
109104,2024.0,4.0,1.0,3.0,MSVI
109104,2024.0,5.0,0.0,2.0,MSVI
109104,2024.0,6.0,1.0,4.0,MSVI
109104,2024.0,7.0,0.0,3.0,MSVI
109104,2024.0,8.0,1.0,4.0,MSVI
109104,2024.0,9.0,0.0,5.0,MSVI
109104,2024.0,10.0,2.0,8.0,MSVI
109104,2024.0,11.0,0.0,0.0,MSVI
109300,2024.0,1.0,39.0,62.0,MSVI
109300,2024.0,2.0,34.0,59.0,MSVI
109300,2024.0,3.0,14.0,32.0,MSVI
109300,2024.0,4.0,26.0,44.0,MSVI
109300,2024.0,5.0,26.0,44.0,MSVI
109300,2024.0,6.0,19.0,34.0,MSVI
109300,2024.0,7.0,32.0,77.0,MSVI
109300,2024.0,8.0,13.0,37.0,MSVI
109300,2024.0,9.0,20.0,34.0,MSVI
109300,2024.0,10.0,37.0,60.0,MSVI
109300,2024.0,11.0,21.0,29.0,MSVI
109301,2024.0,1.0,13.0,25.0,MSVI
109301,2024.0,2.0,10.0,18.0,MSVI
109301,2024.0,3.0,15.0,31.0,MSVI
109301,2024.0,4.0,7.0,14.0,MSVI
109301,2024.0,5.0,10.0,20.0,MSVI
109301,2024.0,6.0,11.0,22.0,MSVI
109301,2024.0,7.0,13.0,25.0,MSVI
109301,2024.0,8.0,18.0,33.0,MSVI
109301,2024.0,9.0,12.0,22.0,MSVI
109301,2024.0,10.0,12.0,24.0,MSVI
109301,2024.0,11.0,14.0,27.0,MSVI
109302,2024.0,1.0,7.0,12.0,MSVI
109302,2024.0,2.0,12.0,15.0,MSVI
109302,2024.0,3.0,3.0,11.0,MSVI
109302,2024.0,4.0,7.0,13.0,MSVI
109302,2024.0,5.0,9.0,13.0,MSVI
109302,2024.0,6.0,5.0,9.0,MSVI
109302,2024.0,7.0,7.0,14.0,MSVI
109302,2024.0,8.0,14.0,20.0,MSVI
109302,2024.0,9.0,7.0,9.0,MSVI
109302,2024.0,10.0,13.0,20.0,MSVI
109302,2024.0,11.0,8.0,13.0,MSVI
109303,2024.0,1.0,11.0,22.0,MSVI
109303,2024.0,2.0,4.0,10.0,MSVI
109303,2024.0,3.0,8.0,20.0,MSVI
109303,2024.0,4.0,12.0,18.0,MSVI
109303,2024.0,5.0,6.0,13.0,MSVI
109303,2024.0,6.0,6.0,19.0,MSVI
109303,2024.0,7.0,8.0,19.0,MSVI
109303,2024.0,8.0,12.0,26.0,MSVI
109303,2024.0,9.0,3.0,18.0,MSVI
109303,2024.0,10.0,5.0,10.0,MSVI
109303,2024.0,11.0,3.0,9.0,MSVI
109304,2024.0,1.0,4.0,6.0,MSVI
109304,2024.0,2.0,5.0,10.0,MSVI
109304,2024.0,3.0,3.0,6.0,MSVI
109304,2024.0,4.0,4.0,8.0,MSVI
109304,2024.0,5.0,4.0,7.0,MSVI
109304,2024.0,6.0,1.0,4.0,MSVI
109304,2024.0,7.0,2.0,3.0,MSVI
109304,2024.0,8.0,2.0,3.0,MSVI
109304,2024.0,9.0,2.0,2.0,MSVI
109304,2024.0,10.0,1.0,2.0,MSVI
109304,2024.0,11.0,1.0,2.0,MSVI
109305,2024.0,1.0,15.0,26.0,MSVI
109305,2024.0,2.0,10.0,16.0,MSVI
109305,2024.0,3.0,6.0,12.0,MSVI
109305,2024.0,4.0,8.0,20.0,MSVI
109305,2024.0,5.0,8.0,11.0,MSVI
109305,2024.0,6.0,6.0,10.0,MSVI
109305,2024.0,7.0,7.0,13.0,MSVI
109305,2024.0,8.0,8.0,13.0,MSVI
109305,2024.0,9.0,10.0,12.0,MSVI
109305,2024.0,10.0,6.0,9.0,MSVI
109305,2024.0,11.0,6.0,11.0,MSVI
109307,2024.0,1.0,7.0,9.0,MSVI
109307,2024.0,2.0,9.0,14.0,MSVI
109307,2024.0,3.0,11.0,17.0,MSVI
109307,2024.0,4.0,6.0,15.0,MSVI
109307,2024.0,5.0,11.0,18.0,MSVI
109307,2024.0,6.0,10.0,15.0,MSVI
109307,2024.0,7.0,7.0,8.0,MSVI
109307,2024.0,8.0,5.0,9.0,MSVI
109307,2024.0,9.0,6.0,11.0,MSVI
109307,2024.0,10.0,13.0,26.0,MSVI
109307,2024.0,11.0,4.0,14.0,MSVI
109308,2024.0,1.0,2.0,8.0,MSVI
109308,2024.0,2.0,5.0,8.0,MSVI
109308,2024.0,3.0,5.0,13.0,MSVI
109308,2024.0,4.0,3.0,6.0,MSVI
109308,2024.0,5.0,4.0,7.0,MSVI
109308,2024.0,6.0,1.0,4.0,MSVI
109308,2024.0,7.0,8.0,13.0,MSVI
109308,2024.0,8.0,4.0,9.0,MSVI
109308,2024.0,9.0,4.0,6.0,MSVI
109308,2024.0,10.0,6.0,11.0,MSVI
109308,2024.0,11.0,4.0,10.0,MSVI
109309,2024.0,1.0,7.0,10.0,MSVI
109309,2024.0,2.0,1.0,9.0,MSVI
109309,2024.0,3.0,2.0,4.0,MSVI
109309,2024.0,4.0,4.0,6.0,MSVI
109309,2024.0,5.0,4.0,12.0,MSVI
109309,2024.0,6.0,3.0,4.0,MSVI
109309,2024.0,7.0,2.0,8.0,MSVI
109309,2024.0,8.0,9.0,10.0,MSVI
109309,2024.0,9.0,3.0,5.0,MSVI
109309,2024.0,10.0,4.0,8.0,MSVI
109309,2024.0,11.0,7.0,17.0,MSVI
109310,2024.0,1.0,16.0,36.0,MSVI
109310,2024.0,2.0,13.0,28.0,MSVI
109310,2024.0,3.0,21.0,35.0,MSVI
109310,2024.0,4.0,26.0,54.0,MSVI
109310,2024.0,5.0,13.0,18.0,MSVI
109310,2024.0,6.0,14.0,24.0,MSVI
109310,2024.0,7.0,17.0,36.0,MSVI
109310,2024.0,8.0,16.0,28.0,MSVI
109310,2024.0,9.0,9.0,17.0,MSVI
109310,2024.0,10.0,24.0,44.0,MSVI
109310,2024.0,11.0,16.0,31.0,MSVI
109311,2024.0,1.0,26.0,49.0,MSVI
109311,2024.0,2.0,15.0,36.0,MSVI
109311,2024.0,3.0,15.0,33.0,MSVI
109311,2024.0,4.0,22.0,50.0,MSVI
109311,2024.0,5.0,14.0,33.0,MSVI
109311,2024.0,6.0,16.0,33.0,MSVI
109311,2024.0,7.0,17.0,30.0,MSVI
109311,2024.0,8.0,19.0,26.0,MSVI
109311,2024.0,9.0,10.0,26.0,MSVI
109311,2024.0,10.0,25.0,38.0,MSVI
109311,2024.0,11.0,17.0,32.0,MSVI
109312,2024.0,1.0,5.0,15.0,MSVI
109312,2024.0,2.0,4.0,9.0,MSVI
109312,2024.0,3.0,5.0,8.0,MSVI
109312,2024.0,4.0,0.0,11.0,MSVI
109312,2024.0,5.0,4.0,6.0,MSVI
109312,2024.0,6.0,1.0,6.0,MSVI
109312,2024.0,7.0,16.0,21.0,MSVI
109312,2024.0,8.0,10.0,14.0,MSVI
109312,2024.0,9.0,9.0,12.0,MSVI
109312,2024.0,10.0,14.0,18.0,MSVI
109312,2024.0,11.0,7.0,9.0,MSVI
109313,2024.0,1.0,14.0,25.0,MSVI
109313,2024.0,2.0,22.0,30.0,MSVI
109313,2024.0,3.0,14.0,29.0,MSVI
109313,2024.0,4.0,14.0,30.0,MSVI
109313,2024.0,5.0,19.0,30.0,MSVI
109313,2024.0,6.0,9.0,16.0,MSVI
109313,2024.0,7.0,20.0,31.0,MSVI
109313,2024.0,8.0,19.0,25.0,MSVI
109313,2024.0,9.0,13.0,23.0,MSVI
109313,2024.0,10.0,11.0,26.0,MSVI
109313,2024.0,11.0,12.0,25.0,MSVI
109314,2024.0,1.0,11.0,19.0,MSVI
109314,2024.0,2.0,6.0,10.0,MSVI
109314,2024.0,3.0,7.0,15.0,MSVI
109314,2024.0,4.0,6.0,9.0,MSVI
109314,2024.0,5.0,6.0,10.0,MSVI
109314,2024.0,6.0,4.0,9.0,MSVI
109314,2024.0,7.0,7.0,11.0,MSVI
109314,2024.0,8.0,7.0,11.0,MSVI
109314,2024.0,9.0,3.0,8.0,MSVI
109314,2024.0,10.0,4.0,7.0,MSVI
109314,2024.0,11.0,2.0,6.0,MSVI
109315,2024.0,1.0,11.0,23.0,MSVI
109315,2024.0,2.0,9.0,14.0,MSVI
109315,2024.0,3.0,9.0,19.0,MSVI
109315,2024.0,4.0,11.0,23.0,MSVI
109315,2024.0,5.0,7.0,14.0,MSVI
109315,2024.0,6.0,5.0,13.0,MSVI
109315,2024.0,7.0,11.0,21.0,MSVI
109315,2024.0,8.0,2.0,0.0,MSVI
109315,2024.0,9.0,3.0,10.0,MSVI
109315,2024.0,10.0,9.0,18.0,MSVI
109315,2024.0,11.0,12.0,20.0,MSVI
109316,2024.0,1.0,17.0,40.0,MSVI
109316,2024.0,2.0,10.0,22.0,MSVI
109316,2024.0,3.0,10.0,18.0,MSVI
109316,2024.0,4.0,19.0,42.0,MSVI
109316,2024.0,5.0,10.0,18.0,MSVI
109316,2024.0,6.0,14.0,25.0,MSVI
109316,2024.0,7.0,11.0,17.0,MSVI
109316,2024.0,8.0,12.0,29.0,MSVI
109316,2024.0,9.0,15.0,37.0,MSVI
109316,2024.0,10.0,9.0,17.0,MSVI
109316,2024.0,11.0,8.0,13.0,MSVI
109317,2024.0,1.0,2.0,8.0,MSVI
109317,2024.0,2.0,5.0,8.0,MSVI
109317,2024.0,3.0,4.0,8.0,MSVI
109317,2024.0,4.0,2.0,5.0,MSVI
109317,2024.0,5.0,1.0,4.0,MSVI
109317,2024.0,6.0,2.0,8.0,MSVI
109317,2024.0,7.0,8.0,12.0,MSVI
109317,2024.0,8.0,4.0,8.0,MSVI
109317,2024.0,9.0,4.0,6.0,MSVI
109317,2024.0,10.0,7.0,9.0,MSVI
109317,2024.0,11.0,6.0,9.0,MSVI
109320,2024.0,1.0,4.0,5.0,MSVI
109320,2024.0,2.0,1.0,1.0,MSVI
109320,2024.0,3.0,0.0,0.0,MSVI
109320,2024.0,4.0,3.0,3.0,MSVI
109320,2024.0,5.0,1.0,3.0,MSVI
109320,2024.0,6.0,1.0,2.0,MSVI
109320,2024.0,7.0,4.0,13.0,MSVI
109320,2024.0,8.0,5.0,8.0,MSVI
109320,2024.0,9.0,5.0,6.0,MSVI
109320,2024.0,10.0,1.0,0.0,MSVI
109320,2024.0,11.0,2.0,4.0,MSVI
109321,2024.0,1.0,7.0,14.0,MSVI
109321,2024.0,2.0,8.0,15.0,MSVI
109321,2024.0,3.0,8.0,12.0,MSVI
109321,2024.0,4.0,10.0,20.0,MSVI
109321,2024.0,5.0,6.0,9.0,MSVI
109321,2024.0,6.0,5.0,7.0,MSVI
109321,2024.0,7.0,5.0,8.0,MSVI
109321,2024.0,8.0,15.0,21.0,MSVI
109321,2024.0,9.0,5.0,10.0,MSVI
109321,2024.0,10.0,8.0,13.0,MSVI
109321,2024.0,11.0,5.0,9.0,MSVI
109323,2024.0,1.0,6.0,12.0,MSVI
109323,2024.0,2.0,3.0,7.0,MSVI
109323,2024.0,3.0,1.0,6.0,MSVI
109323,2024.0,4.0,5.0,6.0,MSVI
109323,2024.0,5.0,4.0,9.0,MSVI
109323,2024.0,6.0,8.0,13.0,MSVI
109323,2024.0,7.0,5.0,7.0,MSVI
109323,2024.0,8.0,7.0,13.0,MSVI
109323,2024.0,9.0,4.0,7.0,MSVI
109323,2024.0,10.0,9.0,16.0,MSVI
109323,2024.0,11.0,6.0,11.0,MSVI
109324,2024.0,1.0,14.0,33.0,MSVI
109324,2024.0,2.0,15.0,28.0,MSVI
109324,2024.0,3.0,20.0,36.0,MSVI
109324,2024.0,4.0,9.0,20.0,MSVI
109324,2024.0,5.0,14.0,22.0,MSVI
109324,2024.0,6.0,11.0,22.0,MSVI
109324,2024.0,7.0,13.0,22.0,MSVI
109324,2024.0,8.0,16.0,32.0,MSVI
109324,2024.0,9.0,10.0,18.0,MSVI
109324,2024.0,10.0,14.0,34.0,MSVI
109324,2024.0,11.0,10.0,28.0,MSVI
109390,2024.0,1.0,8.0,15.0,MSVI
